device,device_type,conf_os_fmly_nm,conf_browser_fmly_nm,user_agent_long_tx
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; U; Android 6.0.1; en-US; HTC Desire 826 dual sim Build/MMB29M) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/10.8.8.730 U3/0.8.0 Mobile Safari/534.30"
Desktop,Other,Other,Other,Mozilla/5.0 (compatible; Yahoo Ad monitoring; https://help.yahoo.com/kb/yahoo-ad-monitoring-SLN24857.html) yahoo.adquality.lwd.desktop/1524397985-0
Mobile,iPhone,iOS,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E216 Instagram 41.0.0.14.90 (iPhone10,1; iOS 11_3; en_US; en-US; scale=2.00; gamut=wide; 750x1334)"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.4.2; Q88 Build/KVT49L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; SM-G935P Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/66.0.3359.106 Mobile Safari/537.36 Instagram 41.0.0.13.92 Android (24/7.0; 320dpi; 1280x720; samsung; SM-G935P; hero2qltespr; qcom; en_US; 103516666)"
Desktop,Other,Other,Other,Mozilla/5.0 (compatible; Yahoo Ad monitoring; https://help.yahoo.com/kb/yahoo-ad-monitoring-SLN24857.html)  yahoo.pinball.hlfs.desktop/1524448726-0
Mobile,iPhone,iOS,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Mobile/15A372 Instagram 41.0.0.14.90 (iPhone10,1; iOS 11_0; en_US; en-US; scale=2.00; gamut=wide; 750x1334)"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.0; LT700 Build/LRX21M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36"
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0.1; RCT6973W43 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.126 Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; HTC 10 evo Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.126 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; SM-G935F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.126 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G965U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36 EdgA/41.0.0.1920"
Desktop,Other,Other,Other,Mozilla/5.0 (compatible; Yahoo Ad monitoring; https://help.yahoo.com/kb/yahoo-ad-monitoring-SLN24857.html)  yahoo.pinball.hlfs.desktop/1524580576-0
Mobile,iPhone,iOS,Other,Mozilla/5.0 (iPhone; CPU iPhone OS 7_1 like Mac OS X) Mobile (compatible; Yahoo Ad monitoring; https://help.yahoo.com/kb/yahoo-ad-monitoring-SLN24857.html) yahoo.curveball.lpf.crawler.phone/1524578340-0
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.4.4; HTC One_M8 Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.126 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G935F Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.126 Mobile Safari/537.36"
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.1.2; Nexus 7 Build/NJH47F) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/65.0.3325.144 Safari/537.36"
Desktop,PC,Mac,Chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36"
Desktop,Other,Other,Other,Mozilla/5.0 (compatible; Yahoo Ad monitoring; https://help.yahoo.com/kb/yahoo-ad-monitoring-SLN24857.html) yahoo.adquality.lwd.desktop/1524685794-0
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; LG-F700L Build/NRD90U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Mobile Safari/537.36"
Desktop,PC,Windows,Chrome,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.52 Safari/537.36 Slimjet/17.0.5.0"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0.1; ONE E1005 Build/MOB31K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 8.0.0; m8wl Build/OPR3.170623.013) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.3029.125 Mobile Safari/537.36"
Mobile,Android Tablet,Android,Android,UCWEB/2.0 (Java; U; MIDP-2.0; Nokia203/20.37) U2/1.0.0 UCMini/11.0.0.1016 (SpeedMode; Proxy; Android 6.0; Admire_Swadesh ) U2/1.0.0 Mobile
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G930W8-parrot Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/6.2 Chrome/56.0.2924.87 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 8.1.0; Nexus 6P Build/OPM1.171019.011) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.135 Mobile Safari/537.36"
Mobile,iPhone,iOS,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89 Instagram 28.0.0.12.285 (iPhone9,4; iOS 10_3_2; en_US; en-US; scale=2.61; gamut=wide; 1080x1920)"
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.1.1; KFDOWI Build/LVY48F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.77 Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 8.0.0; ONEPLUS A5000 Build/OPR6.170623.013; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/44.0.2403.119 Mobile Safari/537.36 ACHEETAHI/1"
Mobile,iPhone,iOS,Firefox,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_5 like Mac OS X) AppleWebKit/604.5.6 (KHTML, like Gecko) FxiOS/1.5.2b17.12.12.15 Mobile/15D5057a Safari/604.5.6 _id/000002"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; LG-LS997 Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/63.0.3239.111 Mobile Safari/537.36 Flipboard/4.1.10/4331,4.1.10.4331"
Desktop,PC,Mac,Chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.0 Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; 502SO Build/39.2.D.0.232) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Mobile Safari/537.36"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; U; Android 7.0; en-US; vivo 1612 Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 UCBrowser/12.0.0.1088 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.1; en-gb;  5015E Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/62.0.3202.84 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.1.1; SM-N950U Build/NMF26X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/63.0.3239.111 Mobile Safari/537.36 Instagram 28.0.0.7.284 Android (25/7.1.1; 560dpi; 1440x2960; samsung; SM-N950U; greatqlte; qcom; en_US)"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.1.2; GT-S6310L Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.84 Mobile Safari/537.36"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; Android 7.0; LG-LS993 Build/NRD90U; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.117 Mobile Safari/537.36 Puffin/7.0.3.17762AP"
Tablet,Android Tablet,Android,Other,"Mozilla/5.0 (Linux; Android 7.0; SM-T580 Build/NRD90M; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Puffin/6.1.4.16005AT"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; VS995 Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/63.0.3239.111 Mobile Safari/537.36 Snapchat/10.23.16.0 Beta (VS995; Android 7.0#173061648aeef#24; gzip)"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; Moto C Build/NRD90M.063) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Mobile Safari/537.36"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; U; Android 7.0; SM-G930T1 Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/63.0.3239.111 Mobile Safari/537.36 OPR/32.0.2254.122976"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG-SM-G935A Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.29 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; SCV31 Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/63.0.3239.111 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.1.1; LGL18VC Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; SLA-L22 Build/HUAWEISLA-L22; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/63.0.3239.111 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; G3125 Build/40.0.A.6.175) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0; Studio M5 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Mobile Safari/537.36"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; Android 5.1; E5603 Build/30.1.A.1.33) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36 OPR/42.7.2246.114996"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.1; XT1032 Build/LPB23.13-57) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.19 Mobile Safari/537.36"
Tablet,iPad,iOS,Chrome,"Mozilla/5.0 (iPad; CPU OS 10_0 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) CriOS/63.0.3239.73 Mobile/14A346 Safari/602.1"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.0.2; VS980 4G Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.107 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; SM-G950W Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.145 Mobile Safari/537.36 EdgA/41.0.0.1270"
Mobile,Android Tablet,Android,Android,UCWEB/2.0 (Java; U; MIDP-2.0; Nokia203/20.37) U2/1.0.0 UCMini/10.9.5.983 (SpeedMode; Proxy; Android 4.2.2; GT-S7270 ) U2/1.0.0 Mobile
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; XT1650 Build/NCL25.86-11.4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.107 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.4.2; SGH-T889V Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.1.1; SM-N950U Build/NMF26X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/63.0.3239.111 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; HUAWEI VNS-L21 Build/HUAWEIVNS-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Mobile Safari/537.36"
Mobile,iPhone,iOS,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89 Instagram 26.0.0.18.87 (iPhone8,2; iOS 10_3_2; en_US; en-US; scale=2.61; gamut=normal; 1080x1920)"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0.1; SM-N9200 Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.83 Mobile Safari/537.36"
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.1.2; Xoom Build/JZO54M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.105 Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; LGMS210 Build/NRD90U; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.3029.83 Mobile Safari/537.36 Snapchat/10.23.5.0 (LGMS210; Android 7.0#172471452cc22#24; gzip)"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; U; Android 7.0; TECNO L9 Plus Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/62.0.3202.84 Mobile Safari/537.36 OPR/31.0.2254.122029"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.1.1; Nexus 6 Build/N8I11B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; VS835 Build/NRD90U; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/63.0.3239.111 Mobile Safari/537.36 Snapchat/10.23.6.0 (VS835; Android 7.0#1731910578344#24; gzip)"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0.1; Mi Note 2 Build/MXB48T; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/63.0.3239.111 Mobile Safari/537.36 Flipboard/4.1.9/4323,4.1.9.4323"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.4.2; LG-VS450PP Build/KOT49I.VS450PP1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Mobile Safari/537.36"
Mobile,Android Tablet,Android,Android,UCWEB/2.0 (Java; U; MIDP-2.0; Nokia203/20.37) U2/1.0.0 UCMini/11.0.0.1016 (SpeedMode; Proxy; Android 4.4.2; MITO_T81 ) U2/1.0.0 Mobile
Mobile,iPhone,iOS,Safari,"NerdWallet/2.5.0 (ios; 11.1.2; es-PR) ### Mozilla/5.0 (iPhone; CPU iPhone OS 11_1_2 like Mac OS X) AppleWebKit/604.3.5 (KHTML, like Gecko) NerdWallet App"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.1.1; Nexus 6 Build/N8I11B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/63.0.3239.111 Mobile Safari/537.36 Flipboard/4.1.9/4323,4.1.9.4323"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; LG-LS777 Build/NRD90U; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Mobile Safari/537.36 Snapchat/10.20.0.0 (LG-LS777; Android 7.0#17297201850b6#24; gzip)"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; LGMS210 Build/NRD90U; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3163.98 Mobile Safari/537.36 Snapchat/10.23.1.0 (LGMS210; Android 7.0#172921606be37#24; gzip)"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; SAMSUNG-SM-N920A Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/59.0.3071.125 Mobile Safari/537.36 Snapchat/10.23.5.0 (SAMSUNG-SM-N920A; Android 7.0#N920AUCS4EQH1#24; gzip)"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; CPN-W09 Build/HUAWEICPN-W09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0; XT1092 Build/MPES24.49-18-7; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/63.0.3239.111 Mobile Safari/537.36"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; U; Android 7.0; SM-G928T Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.3029.83 Mobile Safari/537.36 OPR/32.0.2254.122976"
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.0.2; SM-P905 Build/LRX22G; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Safari/537.36 Flipboard/4.1.12/4340,4.1.12.4340"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; ELUGA_I5 Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; U; Android 5.1.1; en-US; SM-E500H Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 UCBrowser/12.0.0.1088 Mobile Safari/537.36"
Mobile,iPhone,iOS,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0_3 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Mobile/15A432 Instagram 32.0.0.14.97 (iPhone8,1; iOS 11_0_3; en_US; en-US; scale=2.00; gamut=normal; 750x1334)"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.0; Alfa L Build/LRX21M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; LGLS775 Build/NRD90U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Mobile Safari/537.36 EdgA/41.0.0.1656"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 8.1.0; Pixel XL Build/OPM1.171019.016) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.83 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"NerdWallet/2.8.0 (android; 23; en-US) ### Mozilla/5.0 (Linux; Android 6.0.1; SM-G900V Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-J106F/J106FJVU0APJ2 Build/MMB29Q) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/6.2 Chrome/56.0.2924.87 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.1.2; Doogee X5 Max Pro Build/N2G47O) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,iPhone,iOS,Firefox,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_5 like Mac OS X) AppleWebKit/604.5.6 (KHTML, like Gecko) FxiOS/1.5.3b18.02.14.13 Mobile/15D60 Safari/604.5.6 _id/000041"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0.1; LG-D851 Build/MOB30J) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.1.1; SM-J700T Build/NMF26X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.74 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"NerdWallet/2.8.0 (android; 24; en-US) ### Mozilla/5.0 (Linux; Android 7.0; SM-J327T1 Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0; RLTP5567 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.1.1; m8 Build/NMF26Q) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"NerdWallet/2.8.0 (android; 23; en-US) ### Mozilla/5.0 (Linux; Android 6.0.1; LG-K540 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Mobile Safari/537.36"
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; SM-T713 Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Safari/537.36 Instagram 32.0.0.16.94 Android (24/7.0; 360dpi; 1536x2048; samsung; SM-T713; gts28vewifi; qcom; en_US; 91882538)"
Tablet,iPad,iOS,Safari,"Mozilla/5.0 (iPad; CPU OS 11_2_5 like Mac OS X) AppleWebKit/604.5.6 (KHTML, like Gecko) nytios/6.5.2"
Mobile,Android,Android,Chrome,"NerdWallet/2.8.0 (android; 24; en-US) ### Mozilla/5.0 (Linux; Android 7.0; HTC 10 Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG-SM-G925A Build/LMY47X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; SM-G950U Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Mobile Safari/537.36 Instagram 33.0.0.11.92 Android (24/7.0; 420dpi; 1080x2094; samsung; SM-G950U; dreamqltesq; qcom; en_US; 93117670)"
Desktop,PC,Mac,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 OPR/51.0.2830.34"
Mobile,iPhone,iOS,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Mobile/14G60 Instagram 33.0.0.11.96 (iPhone9,1; iOS 10_3_3; en_US; en-US; scale=2.00; gamut=wide; 750x1334)"
Desktop,iPhone,iOS,Safari,"Quora 5.2.18 rv:974 env:prod (iPhone10,6; iOS 11.2.6; en_US) AppleWebKit"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0; LG-H340n-orange Build/H34020b Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/38.0.2125.102 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; U; Android 7.0; pl-pl; Redmi Note 4 Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/53.0.2785.146 Mobile Safari/537.36 XiaoMi/MiuiBrowser/9.3.2"
Mobile,Other,Other,Other,Opera/9.80 (J2ME/MIDP; Opera Mini/4.5.40380/87.26; U; en) Presto/2.12.423 Version/12.16
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0.1; SM-N910V Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.85 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 8.0.0; Pixel Build/OPR1.170623.027) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.85 Mobile Safari/537.36"
Mobile,iPhone,iOS,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Mobile/14G60 Instagram 33.0.0.11.96 (iPhone7,2; iOS 10_3_3; en_US; en-US; scale=2.34; gamut=normal; 750x1331)"
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.4.2; TU-1489A Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; BLAZE_X500 Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 8.0.0; SOV36 Build/47.1.C.7.19) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"NerdWallet/2.7.0 (android; 23; en-US) ### Mozilla/5.0 (Linux; Android 6.0.1; SM-N910T Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/62.0.3202.84 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0.1; SM-J700M Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Mobile Safari/537.36 Flipboard/4.1.13/4346,4.1.13.4346"
